,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,MSFT,357,28.0,"January 05, 2011 at 12:00:00 AM",MSFT,357.0,28.639999389648438,"January 07, 2011 at 12:00:00 AM"
1,INTC,495,20.65999984741211,"January 07, 2011 at 12:00:00 AM",INTC,495.0,20.829999923706055,"January 11, 2011 at 12:00:00 AM"
2,QCOM,198,52.06999969482422,"January 11, 2011 at 12:00:00 AM",QCOM,198.0,52.369998931884766,"January 18, 2011 at 12:00:00 AM"
3,MSFT,361,28.65999984741211,"January 18, 2011 at 12:00:00 AM",MSFT,361.0,28.899999618530273,"January 28, 2011 at 12:00:00 AM"
4,AMD,1396,7.489999771118164,"January 28, 2011 at 12:00:00 AM",AMD,1396.0,7.550000190734863,"January 31, 2011 at 12:00:00 AM"
5,AAPL,855,12.322500228881836,"February 01, 2011 at 12:00:00 AM",AAPL,855.0,12.424642562866211,"February 07, 2011 at 12:00:00 AM"
6,AAPL,845,12.567143440246582,"February 07, 2011 at 12:00:00 AM",AAPL,845.0,12.631428718566895,"February 08, 2011 at 12:00:00 AM"
7,SNE,303,35.2400016784668,"February 08, 2011 at 12:00:00 AM",SNE,303.0,35.63999938964844,"February 16, 2011 at 12:00:00 AM"
8,PEP,168,63.959999084472656,"February 16, 2011 at 12:00:00 AM",PEP,168.0,64.51000213623047,"February 18, 2011 at 12:00:00 AM"
9,MSFT,402,27.059999465942383,"February 18, 2011 at 12:00:00 AM",MSFT,402.0,25.489999771118164,"March 14, 2011 at 12:00:00 AM"
10,AAPL,813,12.627142906188965,"March 14, 2011 at 12:00:00 AM",AAPL,813.0,12.296786308288574,"April 04, 2011 at 12:00:00 AM"
11,PEP,153,65.08999633789062,"April 04, 2011 at 12:00:00 AM",PEP,153.0,65.51000213623047,"April 06, 2011 at 12:00:00 AM"
12,AAPL,833,12.072856903076172,"April 06, 2011 at 12:00:00 AM",AAPL,833.0,12.140000343322754,"April 08, 2011 at 12:00:00 AM"
13,TMUS,303,33.31999969482422,"April 08, 2011 at 12:00:00 AM",TMUS,303.0,33.58000183105469,"April 13, 2011 at 12:00:00 AM"
14,AAPL,849,12.004643440246582,"April 13, 2011 at 12:00:00 AM",AAPL,849.0,12.268214225769043,"April 20, 2011 at 12:00:00 AM"
15,MSFT,404,25.760000228881836,"April 20, 2011 at 12:00:00 AM",MSFT,404.0,26.299999237060547,"April 27, 2011 at 12:00:00 AM"
16,PEP,156,67.93000030517578,"April 27, 2011 at 12:00:00 AM",PEP,156.0,67.93000030517578,"April 28, 2011 at 12:00:00 AM"
17,TMUS,315,33.7400016784668,"April 28, 2011 at 12:00:00 AM",TMUS,315.0,33.91999816894531,"May 02, 2011 at 12:00:00 AM"
18,JNJ,161,66.20999908447266,"May 02, 2011 at 12:00:00 AM",JNJ,161.0,67.08999633789062,"May 13, 2011 at 12:00:00 AM"
